=== Run information ===	

Scheme:       weka.classifiers.bayes.NaiveBayes 	
Relation:     DigitalCircuitsComboRecognizer-weka.filters.unsupervised.attribute.Remove-R2	28-61
Instances:    1640	
Attributes:   27	
              NumStrokes	
              Image_AND	
              Image_OR	
              Image_NAND	
              Image_NOR	
              Image_NOT	
              Image_NOTBUBBLE	
              Image_XOR	
              Image_LabelBox	
              Rubine_BackLine	
              Rubine_FrontArc
              Rubine_BackArc
              Rubine_TopArc
              Rubine_BottomArc
              Rubine_Bubble
              Rubine_TopLine
              Rubine_BottomLine
              Rubine_Triangle
              Rubine_GreaterThan
              Rubine_TouchUp
              Rubine_Junk
              Rubine_LabelBoxOther
              Rubine_Not_V
              Rubine_Not_Hat
              Rubine_Entire_OR
              Rubine_Entire_AND
              class											
Test mode:    10-fold cross-validation											

=== Predictions on test data ===											

 inst#	    actual	 predicted	 error	 probability distribution							
30	5:NOT	5:NOT		0	0	0	0	1	0	0	0
31	5:NOT	5:NOT		0	0	0	0	1	0	0	0
32	2:OR	2:OR		0.04	0.96	0	0	0	0	0	0
33	2:OR	2:OR		0.005	0.995	0	0	0	0	0	0
34	2:OR	2:OR		0.033	0.951	0.002	0	0	0	0.001	0.012
35	2:OR	2:OR		0	0.904	0	0.046	0.013	0	0.009	0.027
36	2:OR	1:AND	+	0.8	0.096	0	0	0	0.001	0	0.103
37	2:OR	1:AND	+	0.595	0.309	0.017	0	0	0	0	0.078
38	2:OR	2:OR		0.063	0.937	0	0	0	0	0	0
39	2:OR	2:OR		0.007	0.979	0.001	0.002	0.001	0	0	0.011
40	2:OR	2:OR		0.001	0.988	0	0	0	0	0.001	0.01
41	2:OR	2:OR		0	1	0	0	0	0	0	0
42	2:OR	2:OR		0.001	0.983	0	0	0	0.001	0.011	0.005
43	2:OR	2:OR		0	1	0	0	0	0	0	0
44	2:OR	2:OR		0.001	0.988	0	0	0	0	0.001	0.01
45	2:OR	2:OR		0.296	0.703	0	0	0	0	0	0
46	2:OR	2:OR		0	1	0	0	0	0	0	0
47	2:OR	2:OR		0	1	0	0	0	0	0	0
48	2:OR	1:AND	+	0.729	0.27	0	0	0	0	0	0.001
49	2:OR	2:OR		0	0.999	0	0	0	0	0.001	0
50	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
51	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
52	2:OR	2:OR		0	1	0	0	0	0	0	0
53	2:OR	2:OR		0.012	0.987	0	0	0	0	0	0.001
54	2:OR	2:OR		0.009	0.991	0	0	0	0	0	0.001
55	2:OR	2:OR		0.103	0.852	0	0	0	0	0.038	0.007
56	2:OR	2:OR		0	0.999	0	0	0	0	0.001	0
57	2:OR	2:OR		0.004	0.966	0	0.001	0	0	0.03	0
58	2:OR	2:OR		0	0.713	0	0	0	0	0.287	0
59	2:OR	2:OR		0	1	0	0	0	0	0	0
60	2:OR	2:OR		0	1	0	0	0	0	0	0
61	2:OR	2:OR		0.187	0.811	0	0.001	0	0	0	0
62	2:OR	2:OR		0.04	0.96	0	0	0	0	0	0
63	7:XOR	7:XOR		0	0	0	0	0	0	1	0
64	7:XOR	7:XOR		0	0	0	0	0	0	1	0
65	7:XOR	7:XOR		0	0	0	0	0	0	1	0
66	7:XOR	2:OR	+	0	0.752	0	0.005	0	0	0.242	0
67	7:XOR	7:XOR		0	0	0	0	0	0	1	0
68	7:XOR	7:XOR		0	0	0	0	0	0	1	0
69	7:XOR	7:XOR		0	0	0	0	0	0	1	0
70	7:XOR	7:XOR		0	0	0	0	0	0	1	0
71	7:XOR	2:OR	+	0	0.502	0	0	0	0	0.498	0
72	7:XOR	7:XOR		0	0	0	0	0	0	1	0
73	7:XOR	7:XOR		0.001	0.289	0	0	0	0	0.709	0
74	7:XOR	2:OR	+	0	0.99	0	0	0	0	0.01	0
75	7:XOR	7:XOR		0	0	0	0	0	0	1	0
76	7:XOR	2:OR	+	0	0.886	0	0.02	0	0	0.094	0
77	1:AND	1:AND		0.89	0.001	0	0	0	0	0	0.108
78	1:AND	1:AND		1	0	0	0	0	0	0	0
79	1:AND	1:AND		1	0	0	0	0	0	0	0
80	1:AND	1:AND		0.992	0.001	0	0	0	0	0	0.007
81	1:AND	1:AND		1	0	0	0	0	0	0	0
82	1:AND	1:AND		0.964	0	0	0	0	0	0	0.035
83	1:AND	8:LabelBox	+	0.224	0.09	0	0	0.001	0	0.028	0.657
84	1:AND	1:AND		1	0	0	0	0	0	0	0
85	1:AND	1:AND		1	0	0	0	0	0	0	0
86	1:AND	1:AND		1	0	0	0	0	0	0	0
87	1:AND	1:AND		0.704	0.013	0	0	0	0.001	0	0.282
88	1:AND	1:AND		0.978	0.003	0	0	0	0	0	0.018
89	1:AND	1:AND		0.996	0	0	0	0	0	0	0.004
90	1:AND	1:AND		1	0	0	0	0	0	0	0
91	1:AND	1:AND		1	0	0	0	0	0	0	0
92	1:AND	1:AND		1	0	0	0	0	0	0	0
93	1:AND	1:AND		1	0	0	0	0	0	0	0
94	1:AND	1:AND		1	0	0	0	0	0	0	0
95	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
96	1:AND	1:AND		0.756	0.038	0.023	0	0.005	0	0	0.178
97	1:AND	1:AND		1	0	0	0	0	0	0	0
98	1:AND	1:AND		0.998	0.001	0	0	0	0	0	0
99	1:AND	1:AND		1	0	0	0	0	0	0	0
100	1:AND	1:AND		1	0	0	0	0	0	0	0
101	1:AND	1:AND		0.577	0.023	0	0	0.002	0	0	0.398
102	1:AND	2:OR	+	0.001	0.999	0	0	0	0	0	0
103	1:AND	8:LabelBox	+	0.099	0.019	0.15	0	0.028	0	0	0.704
104	1:AND	1:AND		0.996	0.004	0	0	0	0	0	0
105	1:AND	2:OR	+	0.138	0.595	0	0	0.02	0	0.008	0.238
106	1:AND	1:AND		1	0	0	0	0	0	0	0
107	1:AND	1:AND		0.962	0.005	0	0	0	0	0	0.033
108	1:AND	1:AND		1	0	0	0	0	0	0	0
109	1:AND	1:AND		0.992	0	0	0	0	0	0	0.008
110	1:AND	1:AND		1	0	0	0	0	0	0	0
111	1:AND	1:AND		1	0	0	0	0	0	0	0
112	1:AND	1:AND		1	0	0	0	0	0	0	0
113	1:AND	1:AND		1	0	0	0	0	0	0	0
114	1:AND	1:AND		0.909	0	0	0	0	0	0	0.091
115	1:AND	1:AND		1	0	0	0	0	0	0	0
116	1:AND	1:AND		0.994	0.006	0	0	0	0	0	0
117	1:AND	1:AND		0.901	0.097	0	0	0	0	0	0.002
118	1:AND	1:AND		1	0	0	0	0	0	0	0
119	1:AND	8:LabelBox	+	0.188	0.324	0.001	0	0	0	0	0.487
120	1:AND	1:AND		1	0	0	0	0	0	0	0
121	1:AND	8:LabelBox	+	0.131	0.028	0	0	0	0	0	0.841
122	3:NAND	3:NAND		0	0	0.893	0	0.104	0	0	0.002
123	3:NAND	3:NAND		0	0	0.893	0	0.104	0	0	0.002
124	3:NAND	3:NAND		0	0.001	0.975	0	0.015	0	0	0.008
125	3:NAND	5:NOT	+	0	0	0.023	0	0.976	0	0	0
126	3:NAND	3:NAND		0	0	0.893	0	0.104	0	0	0.002
127	3:NAND	3:NAND		0	0	0.98	0	0.019	0	0	0.001
128	3:NAND	5:NOT	+	0	0	0.002	0	0.997	0	0	0.001
129	3:NAND	3:NAND		0	0	0.567	0	0.33	0	0	0.103
130	8:LabelBox	6:NOTBUBBL	+	0.026	0	0	0	0	0.951	0	0.023
131	8:LabelBox	8:LabelBox		0.389	0.001	0	0	0	0	0	0.61
132	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
133	8:LabelBox	5:NOT	+	0.166	0	0.001	0	0.431	0	0	0.401
134	8:LabelBox	8:LabelBox		0.021	0.031	0	0	0	0	0	0.948
135	8:LabelBox	8:LabelBox		0.111	0	0	0	0	0	0	0.889
136	8:LabelBox	1:AND	+	0.777	0.013	0.053	0	0.006	0	0	0.15
137	8:LabelBox	8:LabelBox		0.328	0	0	0	0	0	0	0.672
138	8:LabelBox	1:AND	+	0.701	0	0	0	0	0	0	0.298
139	8:LabelBox	8:LabelBox		0.005	0.104	0.037	0.133	0.095	0	0.001	0.624
140	8:LabelBox	1:AND	+	1	0	0	0	0	0	0	0
141	8:LabelBox	1:AND	+	0.979	0.004	0	0	0	0	0	0.017
142	8:LabelBox	8:LabelBox		0.002	0.013	0	0	0.001	0	0	0.984
143	8:LabelBox	8:LabelBox		0	0.006	0.003	0	0.071	0	0	0.919
144	8:LabelBox	8:LabelBox		0.04	0	0	0	0.003	0	0	0.957
145	8:LabelBox	8:LabelBox		0.002	0.026	0	0	0.003	0.001	0	0.968
146	8:LabelBox	8:LabelBox		0.145	0.021	0	0	0.002	0	0	0.832
147	8:LabelBox	8:LabelBox		0.145	0.021	0	0	0.002	0	0	0.832
148	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
149	8:LabelBox	1:AND	+	0.909	0	0	0	0	0	0	0.091
150	4:NOR	5:NOT	+	0.001	0.07	0.023	0.106	0.626	0.001	0	0.173
151	4:NOR	4:NOR		0	0.01	0.009	0.975	0.004	0	0.001	0
152	4:NOR	4:NOR		0	0.001	0	0.998	0	0	0.001	0
153	4:NOR	4:NOR		0.005	0.3	0.03	0.661	0.002	0	0.001	0.001
154	4:NOR	5:NOT	+	0	0.036	0.02	0.436	0.471	0	0	0.037
155	4:NOR	4:NOR		0	0.01	0.009	0.975	0.004	0	0.001	0
156	4:NOR	4:NOR		0	0.01	0.009	0.975	0.004	0	0.001	0
157	4:NOR	4:NOR		0	0.161	0.005	0.831	0.002	0	0.001	0
158	6:NOTBUBBL	6:NOTBUBBL		0.003	0	0	0	0	0.987	0	0.01
159	6:NOTBUBBL	8:LabelBox	+	0.031	0.005	0	0	0.001	0.419	0	0.544
160	6:NOTBUBBL	6:NOTBUBBL		0	0	0	0	0.001	0.982	0	0.016
161	6:NOTBUBBL	6:NOTBUBBL		0.003	0	0	0	0	0.987	0	0.01
162	6:NOTBUBBL	6:NOTBUBBL		0.19	0.004	0	0	0	0.603	0	0.202
163	6:NOTBUBBL	6:NOTBUBBL		0	0	0	0	0.003	0.993	0	0.003
164	6:NOTBUBBL	6:NOTBUBBL		0.001	0.007	0	0	0.001	0.972	0	0.019
1	5:NOT	5:NOT		0	0	0	0	1	0	0	0
2	5:NOT	5:NOT		0	0	0	0	1	0	0	0
3	5:NOT	5:NOT		0	0	0	0	1	0	0	0
4	5:NOT	5:NOT		0	0	0	0	0.996	0	0	0.004
5	5:NOT	5:NOT		0	0	0	0	1	0	0	0
6	5:NOT	5:NOT		0.001	0	0.025	0	0.974	0	0	0
7	5:NOT	5:NOT		0	0	0	0	1	0	0	0
8	5:NOT	5:NOT		0	0	0	0	1	0	0	0
9	5:NOT	5:NOT		0	0	0	0	1	0	0	0
10	5:NOT	5:NOT		0	0	0	0	1	0	0	0
11	5:NOT	5:NOT		0	0	0	0	1	0	0	0
12	5:NOT	5:NOT		0	0	0	0	1	0	0	0
13	5:NOT	5:NOT		0	0	0.001	0	0.998	0	0	0.002
14	5:NOT	5:NOT		0	0	0	0	1	0	0	0
15	5:NOT	5:NOT		0	0	0	0	1	0	0	0
16	5:NOT	5:NOT		0	0	0	0	1	0	0	0
17	5:NOT	5:NOT		0	0	0	0	1	0	0	0
18	5:NOT	5:NOT		0	0	0	0	1	0	0	0
19	5:NOT	5:NOT		0	0	0	0	0.998	0	0	0.002
20	5:NOT	5:NOT		0	0	0.005	0	0.994	0	0	0.001
21	5:NOT	5:NOT		0	0	0.305	0	0.659	0	0	0.036
22	5:NOT	5:NOT		0	0	0	0	1	0	0	0
23	5:NOT	3:NAND	+	0.012	0.01	0.907	0	0.061	0	0	0.01
24	5:NOT	5:NOT		0	0	0	0	1	0	0	0
25	5:NOT	5:NOT		0.008	0.026	0	0	0.946	0	0	0.019
26	5:NOT	5:NOT		0	0	0	0	1	0	0	0
27	5:NOT	5:NOT		0.002	0.004	0.001	0	0.828	0	0	0.165
28	5:NOT	5:NOT		0	0	0	0	1	0	0	0
29	5:NOT	5:NOT		0	0	0	0	1	0	0	0
30	5:NOT	5:NOT		0	0	0	0	1	0	0	0
31	5:NOT	5:NOT		0	0	0	0	1	0	0	0
32	2:OR	2:OR		0.005	0.99	0	0	0	0	0	0.005
33	2:OR	4:NOR	+	0	0.463	0	0.53	0.003	0	0.001	0.004
34	2:OR	2:OR		0.039	0.961	0	0	0	0	0	0
35	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
36	2:OR	2:OR		0	0.994	0	0	0	0	0.001	0.005
37	2:OR	2:OR		0.002	0.998	0	0	0	0	0	0
38	2:OR	1:AND	+	1	0	0	0	0	0	0	0
39	2:OR	2:OR		0.009	0.99	0	0	0	0	0	0.001
40	2:OR	2:OR		0	0.997	0	0.001	0	0	0.001	0
41	2:OR	2:OR		0.008	0.888	0.001	0	0.059	0	0	0.044
42	2:OR	2:OR		0	1	0	0	0	0	0	0
43	2:OR	2:OR		0	1	0	0	0	0	0	0
44	2:OR	2:OR		0	0.996	0	0	0	0	0.004	0
45	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
46	2:OR	2:OR		0.024	0.976	0	0	0	0	0	0
47	2:OR	2:OR		0	0.999	0	0	0	0	0.001	0
48	2:OR	5:NOT	+	0	0	0	0	0.99	0	0	0.01
49	2:OR	2:OR		0	1	0	0	0	0	0	0
50	2:OR	2:OR		0	0.999	0	0	0	0	0.001	0
51	2:OR	2:OR		0	0.967	0	0	0	0	0.003	0.029
52	2:OR	2:OR		0.002	0.998	0	0	0	0	0	0
53	2:OR	2:OR		0	1	0	0	0	0	0	0
54	2:OR	2:OR		0.005	0.99	0	0	0	0	0	0.005
55	2:OR	2:OR		0	1	0	0	0	0	0	0
56	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
57	2:OR	2:OR		0	0.99	0	0	0	0	0.006	0.003
58	2:OR	2:OR		0	0.999	0	0	0	0	0.001	0
59	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
60	2:OR	2:OR		0	0.643	0	0	0	0	0.357	0
61	2:OR	1:AND	+	0.796	0.165	0	0	0	0	0	0.039
62	2:OR	2:OR		0	1	0	0	0	0	0	0
63	7:XOR	7:XOR		0.013	0.026	0	0	0	0	0.96	0
64	7:XOR	7:XOR		0	0.332	0	0	0	0	0.666	0.002
65	7:XOR	2:OR	+	0	0.975	0	0	0	0	0.025	0
66	7:XOR	7:XOR		0	0	0	0	0	0	1	0
67	7:XOR	7:XOR		0	0	0	0.001	0.015	0	0.984	0
68	7:XOR	7:XOR		0	0	0	0	0	0	1	0
69	7:XOR	7:XOR		0	0	0	0	0	0	1	0
70	7:XOR	7:XOR		0	0.151	0	0	0	0	0.849	0
71	7:XOR	7:XOR		0	0.001	0	0	0.001	0	0.99	0.008
72	7:XOR	7:XOR		0	0	0	0	0	0	1	0
73	7:XOR	7:XOR		0	0.09	0	0	0	0	0.91	0
74	7:XOR	7:XOR		0	0.032	0	0	0	0	0.968	0
75	7:XOR	7:XOR		0	0	0	0	0	0	1	0
76	7:XOR	2:OR	+	0	0.95	0	0	0	0	0.05	0
77	1:AND	1:AND		1	0	0	0	0	0	0	0
78	1:AND	1:AND		0.998	0.001	0	0	0	0	0	0.001
79	1:AND	1:AND		1	0	0	0	0	0	0	0
80	1:AND	1:AND		0.996	0	0	0	0	0	0	0.004
81	1:AND	1:AND		0.995	0.004	0	0	0	0	0	0.001
82	1:AND	1:AND		1	0	0	0	0	0	0	0
83	1:AND	1:AND		0.879	0.016	0	0	0.043	0	0	0.062
84	1:AND	2:OR	+	0.005	0.995	0	0	0	0	0	0
85	1:AND	1:AND		0.984	0.001	0	0	0	0	0	0.015
86	1:AND	1:AND		1	0	0	0	0	0	0	0
87	1:AND	1:AND		1	0	0	0	0	0	0	0
88	1:AND	1:AND		1	0	0	0	0	0	0	0
89	1:AND	1:AND		0.999	0	0	0	0	0	0	0.001
90	1:AND	1:AND		1	0	0	0	0	0	0	0
91	1:AND	1:AND		0.996	0	0	0	0	0	0	0.004
92	1:AND	1:AND		0.813	0	0	0	0	0	0	0.187
93	1:AND	1:AND		1	0	0	0	0	0	0	0
94	1:AND	1:AND		0.977	0.011	0	0	0	0	0.001	0.011
95	1:AND	1:AND		1	0	0	0	0	0	0	0
96	1:AND	1:AND		1	0	0	0	0	0	0	0
97	1:AND	1:AND		0.813	0	0	0	0	0	0	0.187
98	1:AND	1:AND		0.614	0.014	0	0	0	0	0	0.372
99	1:AND	1:AND		0.997	0.001	0	0	0	0	0	0.002
100	1:AND	1:AND		0.995	0.004	0	0	0	0	0	0.001
101	1:AND	1:AND		1	0	0	0	0	0	0	0
102	1:AND	1:AND		1	0	0	0	0	0	0	0
103	1:AND	1:AND		0.996	0	0	0	0	0	0	0.004
104	1:AND	1:AND		0.972	0.015	0	0	0	0	0	0.013
105	1:AND	2:OR	+	0.214	0.778	0	0	0	0	0	0.008
106	1:AND	1:AND		0.726	0.048	0	0	0	0	0	0.226
107	1:AND	1:AND		1	0	0	0	0	0	0	0
108	1:AND	1:AND		0.813	0	0	0	0	0	0	0.187
109	1:AND	1:AND		1	0	0	0	0	0	0	0
110	1:AND	1:AND		0.999	0	0	0	0	0	0	0.001
111	1:AND	8:LabelBox	+	0.021	0.001	0	0	0	0	0	0.977
112	1:AND	1:AND		0.813	0	0	0	0	0	0	0.187
113	1:AND	1:AND		0.813	0	0	0	0	0	0	0.187
114	1:AND	1:AND		1	0	0	0	0	0	0	0
115	1:AND	1:AND		1	0	0	0	0	0	0	0
116	1:AND	1:AND		1	0	0	0	0	0	0	0
117	1:AND	1:AND		0.902	0.051	0	0	0	0	0	0.047
118	1:AND	1:AND		1	0	0	0	0	0	0	0
119	1:AND	1:AND		0.963	0.02	0	0	0	0	0	0.017
120	1:AND	1:AND		1	0	0	0	0	0	0	0
121	3:NAND	3:NAND		0	0	0.982	0	0.017	0	0	0.002
122	3:NAND	3:NAND		0	0	0.859	0.001	0.112	0	0	0.028
123	3:NAND	3:NAND		0	0	0.982	0	0.017	0	0	0.002
124	3:NAND	3:NAND		0	0	0.982	0	0.017	0	0	0.002
125	3:NAND	3:NAND		0	0	0.982	0	0.017	0	0	0.002
126	3:NAND	3:NAND		0	0	0.982	0	0.017	0	0	0.002
127	3:NAND	3:NAND		0	0	0.982	0	0.017	0	0	0.002
128	3:NAND	4:NOR	+	0.003	0.182	0.005	0.809	0.001	0	0	0.001
129	3:NAND	8:LabelBox	+	0.003	0.072	0	0	0.232	0	0	0.692
130	8:LabelBox	1:AND	+	0.969	0	0.019	0	0.003	0	0	0.008
131	8:LabelBox	1:AND	+	0.995	0	0	0	0	0	0	0.005
132	8:LabelBox	1:AND	+	0.793	0.002	0	0	0	0	0	0.204
133	8:LabelBox	1:AND	+	0.999	0	0	0	0	0	0	0.001
134	8:LabelBox	5:NOT	+	0.001	0	0.001	0	0.71	0	0	0.288
135	8:LabelBox	8:LabelBox		0	0	0	0.005	0.014	0	0	0.98
136	8:LabelBox	8:LabelBox		0.476	0.001	0	0	0.001	0	0	0.522
137	8:LabelBox	8:LabelBox		0.034	0.009	0	0	0	0.001	0	0.955
138	8:LabelBox	1:AND	+	0.559	0	0.004	0	0.303	0	0	0.133
139	8:LabelBox	8:LabelBox		0.033	0.171	0	0	0	0	0	0.796
140	8:LabelBox	8:LabelBox		0.111	0.134	0	0	0.003	0	0.004	0.748
141	8:LabelBox	8:LabelBox		0.385	0	0	0	0.023	0	0	0.592
142	8:LabelBox	1:AND	+	0.559	0	0.004	0	0.303	0	0	0.133
143	8:LabelBox	8:LabelBox		0.04	0.009	0	0	0.001	0	0	0.95
144	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
145	8:LabelBox	8:LabelBox		0.441	0.047	0	0	0	0	0	0.512
146	8:LabelBox	8:LabelBox		0.001	0.065	0	0	0.001	0	0	0.934
147	8:LabelBox	8:LabelBox		0.207	0	0	0	0.001	0	0	0.792
148	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
149	8:LabelBox	8:LabelBox		0.077	0.039	0	0	0.003	0	0	0.881
150	4:NOR	4:NOR		0	0.001	0	0.998	0	0	0.001	0
151	4:NOR	4:NOR		0	0.001	0	0.998	0	0	0.001	0
152	4:NOR	4:NOR		0	0.441	0	0.546	0	0	0.012	0.001
153	4:NOR	4:NOR		0	0.329	0	0.46	0	0	0.21	0.001
154	4:NOR	2:OR	+	0	0.658	0.001	0.338	0.002	0	0.001	0
155	4:NOR	4:NOR		0	0.148	0	0.648	0.001	0	0.203	0
156	4:NOR	5:NOT	+	0	0	0	0.006	0.987	0	0	0.006
157	4:NOR	2:OR	+	0.002	0.852	0.001	0.015	0.057	0	0	0.073
158	6:NOTBUBBL	8:LabelBox	+	0.002	0.028	0	0	0.004	0	0	0.965
159	6:NOTBUBBL	6:NOTBUBBL		0	0.001	0	0	0.002	0.992	0	0.005
160	6:NOTBUBBL	2:OR	+	0.003	0.981	0	0	0	0	0	0.015
161	6:NOTBUBBL	6:NOTBUBBL		0.006	0	0	0	0	0.989	0	0.005
162	6:NOTBUBBL	6:NOTBUBBL		0.01	0.001	0	0	0	0.714	0	0.275
163	6:NOTBUBBL	6:NOTBUBBL		0.019	0	0	0	0	0.761	0	0.22
164	6:NOTBUBBL	6:NOTBUBBL		0.005	0.05	0.002	0.001	0.168	0.427	0.152	0.195
1	5:NOT	5:NOT		0	0.002	0.001	0.013	0.973	0	0	0.012
2	5:NOT	5:NOT		0	0	0	0	1	0	0	0
3	5:NOT	5:NOT		0	0	0	0	1	0	0	0
4	5:NOT	5:NOT		0	0	0.009	0	0.99	0	0	0
5	5:NOT	5:NOT		0	0	0	0	1	0	0	0
6	5:NOT	5:NOT		0	0.001	0	0	0.997	0	0	0.002
7	5:NOT	5:NOT		0	0	0	0	1	0	0	0
8	5:NOT	5:NOT		0	0	0	0	1	0	0	0
9	5:NOT	5:NOT		0	0	0	0	1	0	0	0
10	5:NOT	5:NOT		0	0	0	0	1	0	0	0
11	5:NOT	5:NOT		0	0	0	0	1	0	0	0
12	5:NOT	5:NOT		0	0	0	0	1	0	0	0
13	5:NOT	5:NOT		0	0	0	0	1	0	0	0
14	5:NOT	5:NOT		0	0.005	0	0	0.986	0	0	0.009
15	5:NOT	5:NOT		0	0	0.001	0	0.999	0	0	0
16	5:NOT	5:NOT		0	0	0	0	1	0	0	0
17	5:NOT	5:NOT		0	0	0	0	0.999	0	0	0
18	5:NOT	5:NOT		0	0	0	0	1	0	0	0
19	5:NOT	5:NOT		0	0	0	0	1	0	0	0
20	5:NOT	5:NOT		0	0	0.01	0	0.985	0	0	0.005
21	5:NOT	5:NOT		0	0	0	0	1	0	0	0
22	5:NOT	5:NOT		0	0	0	0.002	0.997	0	0	0
23	5:NOT	5:NOT		0	0	0	0	1	0	0	0
24	5:NOT	5:NOT		0	0	0	0	1	0	0	0
25	5:NOT	5:NOT		0	0.001	0	0	0.997	0	0	0.002
26	5:NOT	5:NOT		0	0	0	0	1	0	0	0
27	5:NOT	5:NOT		0	0	0	0	1	0	0	0
28	5:NOT	5:NOT		0	0	0	0	1	0	0	0
29	5:NOT	5:NOT		0	0	0	0	1	0	0	0
30	5:NOT	5:NOT		0	0	0	0	1	0	0	0
31	5:NOT	5:NOT		0	0	0	0	1	0	0	0
32	2:OR	2:OR		0.285	0.707	0	0.001	0	0	0	0.006
33	2:OR	2:OR		0.014	0.651	0	0	0.013	0	0.072	0.25
34	2:OR	2:OR		0	1	0	0	0	0	0	0
35	2:OR	2:OR		0.004	0.996	0	0	0	0	0	0
36	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
37	2:OR	2:OR		0	1	0	0	0	0	0	0
38	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
39	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
40	2:OR	8:LabelBox	+	0.08	0.235	0.005	0	0.015	0	0	0.665
41	2:OR	1:AND	+	0.663	0.335	0	0	0	0	0	0.002
42	2:OR	2:OR		0	1	0	0	0	0	0	0
43	2:OR	2:OR		0	1	0	0	0	0	0	0
44	2:OR	2:OR		0.017	0.727	0	0	0.002	0	0	0.254
45	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
46	2:OR	2:OR		0	1	0	0	0	0	0	0
47	2:OR	2:OR		0.003	0.989	0	0	0.003	0	0	0.006
48	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
49	2:OR	2:OR		0.003	0.996	0	0	0	0	0	0.001
50	2:OR	2:OR		0	1	0	0	0	0	0	0
51	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
52	2:OR	2:OR		0	0.996	0	0	0	0	0.002	0.002
53	2:OR	2:OR		0	1	0	0	0	0	0	0
54	2:OR	7:XOR	+	0	0.002	0	0	0	0	0.998	0
55	2:OR	2:OR		0	0.986	0	0	0	0	0.014	0
56	2:OR	2:OR		0	1	0	0	0	0	0	0
57	2:OR	2:OR		0.006	0.992	0	0	0	0	0	0.001
58	2:OR	2:OR		0	0.997	0	0.002	0	0	0	0
59	2:OR	2:OR		0	1	0	0	0	0	0	0
60	2:OR	2:OR		0	1	0	0	0	0	0	0
61	2:OR	2:OR		0	1	0	0	0	0	0	0
62	2:OR	1:AND	+	0.619	0.214	0	0	0	0	0	0.167
63	7:XOR	7:XOR		0	0	0	0	0	0	1	0
64	7:XOR	7:XOR		0.001	0.198	0	0	0	0	0.8	0
65	7:XOR	2:OR	+	0	0.64	0	0.005	0	0	0.353	0.002
66	7:XOR	7:XOR		0	0.073	0	0	0	0	0.927	0
67	7:XOR	2:OR	+	0.003	0.994	0	0	0.001	0	0	0.002
68	7:XOR	7:XOR		0	0.073	0	0	0	0	0.927	0
69	7:XOR	7:XOR		0	0	0	0	0	0	1	0
70	7:XOR	2:OR	+	0	0.994	0	0	0	0	0.006	0
71	7:XOR	7:XOR		0	0	0	0	0	0	1	0
72	7:XOR	7:XOR		0	0	0	0	0	0	1	0
73	7:XOR	2:OR	+	0.008	0.988	0	0	0	0	0.003	0
74	7:XOR	2:OR	+	0.046	0.871	0.002	0	0.042	0	0	0.038
75	7:XOR	7:XOR		0	0	0	0	0	0	1	0
76	7:XOR	7:XOR		0	0	0	0	0	0	1	0
77	1:AND	1:AND		1	0	0	0	0	0	0	0
78	1:AND	1:AND		0.399	0.395	0	0	0	0	0	0.206
79	1:AND	1:AND		0.993	0.006	0	0	0	0	0	0
80	1:AND	1:AND		0.556	0.001	0	0	0.08	0	0	0.363
81	1:AND	1:AND		0.982	0	0	0	0	0	0	0.017
82	1:AND	1:AND		1	0	0	0	0	0	0	0
83	1:AND	1:AND		1	0	0	0	0	0	0	0
84	1:AND	1:AND		1	0	0	0	0	0	0	0
85	1:AND	1:AND		1	0	0	0	0	0	0	0
86	1:AND	1:AND		0.995	0	0	0	0	0	0	0.004
87	1:AND	1:AND		1	0	0	0	0	0	0	0
88	1:AND	1:AND		0.998	0.002	0	0	0	0	0	0
89	1:AND	1:AND		0.537	0.435	0.003	0	0	0	0	0.025
90	1:AND	1:AND		0.867	0.117	0.001	0	0.001	0	0	0.015
91	1:AND	1:AND		0.997	0.002	0	0	0	0	0	0.001
92	1:AND	1:AND		0.999	0	0	0	0	0	0	0.001
93	1:AND	1:AND		0.998	0	0	0	0	0	0	0.002
94	1:AND	1:AND		1	0	0	0	0	0	0	0
95	1:AND	1:AND		1	0	0	0	0	0	0	0
96	1:AND	1:AND		1	0	0	0	0	0	0	0
97	1:AND	1:AND		1	0	0	0	0	0	0	0
98	1:AND	1:AND		1	0	0	0	0	0	0	0
99	1:AND	1:AND		1	0	0	0	0	0	0	0
100	1:AND	1:AND		0.998	0.001	0	0	0	0	0	0.001
101	1:AND	1:AND		1	0	0	0	0	0	0	0
